user_tweet,,
@SamsungIndia Introduction to the S Pen and the subsequent part showing what goes into making the S Pen. Brilliant. &amp; more.... More.... #SamsungEvent #GalaxyMoment https://t.co/M7reVm6fOK,,
"@SamsungIndia Really fall in love 😍 with this beauty beast 💙 #Note20Ultra 
Join
@prachiagarwal @PrinceChandraIN @Anshu_Epic https://t.co/8Nd2y5mBlH",,
"@SamsungIndia Love the note series!
😊☺
Can't miss my @SamsungMobile @SamsungIndia #SamsungGalaxy #SamsungEvent launch event...5th year in a  row...love galaxy ...❤ bhttps://youtu.be/SNYR43_fy9g
@SamsungIndia are you not extending lapsed loyalty po"," your stores were shut. Where do you expect us to redeem them. Your customer care has no answer even after 2 emails. Response pls. #SamsungM31S #CustomerS""",
@SamsungIndia @Samsung my complaint is not resolved complaint no 4307056930 #patheticservice,,
@SamsungIndia @SamsungSupport @Samsung On 1st of August i purchased a air conditioner (AC)  since then it has been 3 day over but installation process not completed also no one contacted me. It shows how poor quality service is provided to customers . Kin,,
@SamsungIndia no response . What kind of #CustomerService can a common man expect . Pathetic,,
"@SamsungIndia @SamsungMobile @SamsungMobileSA 
Hi, I have updated my Galaxy Note 8 with latest softwear, After update i am not able to use my SIM cards, IMEI numbers lost. I have given my phone to Samsung service center but they unable to give resolution,",,
I had ordered @SamsungIndia M21 mobile from @amazonIN which was delivered on Friday 31/7 &amp; on opening the box we found the charger was 10w while on ur app it was very clearly mentioned 15w .,,
"Dear @SamsungIndia M31 smartphone is dumb at connectivity by 4g  volte , unnecessary and disgusting pattern of changing data speed by 2g 3g 4g only E is new headache🙏 help",,
"@SamsungMobile I am using galaxy m31 from last month &amp; not happy with performance. 
1. 6000mAh battery draining just in a day 12-14 hrs with normal to moderate use. I dont play games.
2. Need to clean fingureprint sensor vary very frequently. Now i fe",,
@SamsungMobile @SamsungIndia After latest software update of my galaxy Note 8 network and IMEI number lost. Samsung service center unable to resolve software issues. They taken my phone for 7 days and also taken handling charges. Totally upset with you @S,,
"@SamsungIndia every time I start my split AC , there is a foul smell which comes . I have got the wet service also done recently. The Split AC is under warranty. Need replacement because this is not happening. Can’t bear this smell",,
"@SamsungIndia is offering really pathetic Phones.
Flagship Phones with Manf. defects &amp; Glitches.
After a certain usage to charge the customers. 
Old Customer of Samsung but Highly Dissatisfied this time.
Action needed against them.
Don't buy Samsung.
",,
"@SamsungTV @SamsungIndia @SamsungSupport @Samsung Considering samsung reputation have purchased SAMSUNG 6400 model as it was said to be best but now company is not proving the browsers i.e chrome in tv or any proper update?
Why updates for such costly TV ",,
"@SamsungIndia 
I bought SAMSUNG A21S for days back,but it is getting hanged so much...what a bad make it is...trusted samsung,but it is futile.",,
@samsungindia  I brought a s20+ 2 weeks ago and now that I'm using it daily it doesn't charge properly drains battery quickly and I can't play games oh high graphics . I'm also facing the problem of heating. I WANT YOU GUYS TO FIX MY PROBLEM /GIVE ME A NE,,
@SamsungIndia I am using samsung a9 pro . I  am getting this problem for the last 6-7 days. ALSO the patch is getting bigger  day by day.. How can i resolve this problem. https://t.co/3wsVYo0i5I,,
@SamsungIndia Call me on +919764551155 Junaid shaikb worst management my experience 😑 at karanti chouk Aurangabad your manager Sachin behavior aisa kar raha tha Jaise uska owner hi hai product 😄 samsung ka hai service dena hi hoga nahi to court me m,,
@SamsungIndia 😊 India's most trusted brand,,
"@SamsungIndia Samsung is love 😘😘😘😘 
Always samsung 😍😍😍🤗
No one can replace samsung 💖❤️❤️❤️💖
@SamsungIndia Customer delight is at the core policy of Samsung India. Apart from that Samsung's Products are epitome of ",,
"@SamsungIndia @Samsung #SamsungEvent""",,
@Samsung @SamsungIndia  i bought ur appliance thinking of dat ur services r f epitome level nd i will get assisted whenever it z requird without any harassment but i was wrong. My new AC is nt functioning nd i raisd a rqst for dat 6 dys ago but no service,,
@SamsungIndia No one can replace samsung I'm in love with Samsung ☺️,,
"@SamsungIndia @SamsungMobile  do you guys work on still 1990 model, of giving after sale service , why your service centre require aadhar card and bank acc passbook for phone repairing, can you please answer?",,
"Had the worst experience trying to buy a @SamsungIndia television through their website. Distributed via Savex Technologies in Mumbai. Word to the wise, stay away from both. Your money will be gone and no product will arrive for over a month.",,
"@SamsungIndia @Samsung @Samsung @consumersindia @Consumer2Court mera ek sam ka C9 pro hai us ka disp crack huwa sam cust care ABad karanti chouk me Sachin manager hai thik se bat nahi raha tha, aur nahi bana ke dene ki bat, meri prob solve karo nahi to ma",,
"@SamsungIndia @SamsungTV Hi how and where can we buy Stand Base for Samsung Tv EB48D. Any numbers, contact details, purchase link, etc. in India?",,
"Fraud going on by samsung
I have purchased s10 lite and it came out to be defective. Instead of providing me new device or repair they gave me a coupon of bill amount. I can’t purchase the same phone with that voucher and when asked for help they clearly denied @SamsungIndia",,
@SamsungIndia can u confirm the acutal time of sale of Samsung m31s on 6th aug 2020 ??,,
@SamsungIndia sir my note 10+ is not switching on. It is under warranty. I'm from gazipur uttar pradesh india. I went to service center they told mother board is dead. I wantto get my data recoverd. Can you please help me.,,
@SamsungIndia worst after sales service . After repeated complaints of my refrigerator since last 2 months no one could diagnose the problem,,
"@SamsungIndia 
Sir maine samsung a20s ka double EMI payment ho gya h please refund my payment.
@SamsungMobile 
@SamsungSupport https://t.co/gh8JSSUwIn",,
"@SamsungIndia Stop making advertisements.
since i updated my galaxy S8 for patch update on 1st june,facing Issue of adaptive https://t.co/ns14DIJNko update creating problem in display..
Unethical way to provide update ,so old model stops functioning &amp;",,
"my samsung s8+ is not charging with the all orginal charger but its charging with the power bank when i visited the samsung care they said to change the charging socket of phone it will cost 3000 but why should i pay if theres no problem in the jack.
@SamsungIndia 
@SamsungMobile",,
@SamsungIndia Where can I watch it?,,
@SamsungIndia @SamsungIndia please bring Snapdragon chipsets in India. My S10 exynos variant was facing severe heating issues so I went to the service center and the staff told me that my phone's motherboard was damaged. Even though they changed the mothe,,
@SamsungIndia I like samsung S series mobile phone.....,,
@SamsungIndia Sir I have the phone Samsung Galaxy a50s mobile sir my phone get hang and it also removes the screen gard I have replace the screen gard 3 times,,
@SamsungIndia Plz. Suggest my window AC (1.5 ton) demage front jali.can I purchased origenal. If yes plz. Provide no. Or other details if possible.,,
@SamsungIndia Samsung ये एक बकवास कंपनी है मैन 5 महीने पहले एक फ़ोन लिया था ।जो अपने आप बैंड हो गया है S20 ye phone सही से �,,
@SamsungIndia Galaxy TabS7 and Tab S7+ for India?,,
@SamsungIndia Time?,,
"@SamsungIndia So my S9 is claimed to be ip68 but it got into water for just 2 min and now microphone is not working and both csmeras are fogged Well played samsung 😡
Getting back to Apple atleast we get what they promise not like #fakesamsung",,
"@SamsungIndia Samsung galaxy A51 esim support ?? 
Will we get 5G support in this mobile in future?",,
@SamsungIndia My Samsung refrigerators of  Dec 2015 had the door problem from start then in 2020 the handle of the door broke. now i have to pay  Rs7000 for replacement. Disgusting defective product u supply &amp; then want extra money to repair.Horrible ,,
@SamsungIndia Time?,,
@SamsungIndia 😊 Most innovative products in every year..value proposition and long lasting security..This is Samsung,,
@SamsungIndia सैमसंग के फोन कभी ना लेना यह कंपनी पहले आपको एक  सिक्योर। नाम का फोल्डर देती है फिर आपका पर्स�,,
@SamsungIndia Please fix the samsung note 10 lite handwriting input. You guys destroyed it after the update.,,
"@SamsungIndia ...I am trying to reach out to your Toll free number and trying to submit via email on your website, but it is throwing up error for my contact number.Can you please provide me with an email address on which I can reach out urgently.thanks",,
"I have  purchased the Samsung Galaxy mobile model no. M31 on 28 June 2020. Mobile phone is not working properly there are many issues in this phone I don't know why they have given me this defected phone  
  @SamsungMobile  @Samsung @SamsungIndia @SamsungIndia @SamsungMobileSA",,
